"CODIGO_BARRA";"ORIGEM";"DESCRICAO";"MARCA";"ATRIBUTO";"UN MEDIDA";"CATEGORIA";"COD_GRUPO";"grupo";"BALANCA";"QTDE_ESTOQUE";"PRECO_CUSTO";"PRECO_VENDA";"NCM";"CEST";"CFTOP";"UN_TRIBUT";"CEAN_TRIBUT";"CST-ICMS";"ALICOTA_ICMS";"CST_PIS";"PPIS";"CST_COFINS";"PCOFINS";"DT_CADASTRO";"LOJA"
369;0;"ASA FRANGO C/COXINHA";"SEM DESCRIÇÃO";"RESFRIADO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;7;0;;0;;0;"2025/11/09";"MATRIZ"
10870;0;"ASA FRANGO";"CONGELADA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;7;0;;0;;0;"2025/11/09";"MATRIZ"
11228;0;"BACON";"BLD";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;7;0;;0;;0;"2025/11/09";"MATRIZ"
789;0;"BACON";"CALEMBA";"DEFUMADO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10733;0;"BACON DEFUMADO";"EXTEKETTA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
12836;0;"BACON";"FRIGOSIL";"MANTA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3155;0;"BACON";"FRIGVAN";"DEFUMADO";"KG";"VACUO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
864;0;"BACON";"FRIWANDAL";"DEFUMADO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
12058;0;"BACON";"FRIWANDAL";"DEFUMADO";"KG";"MANTA";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7320;0;"BACON";"SADIA";"PEDACOS";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7382;0;"BIFE";"SEM DESCRIÇÃO";"FILE MIGNON";"KG";"TEMPERADO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
12195;0;"BISTECA PORCO";"AURORA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
659;0;"BUCHO BOVINO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7893375010001;0;"BUCHO BOVINO";"VERDI";"BANDEJA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
833;0;"CHARQUE DE PRIMEIRA";"SANTA LURDES";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
758;0;"CHARQUE DE SEGUNDA";"SANTA LURDES";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
802;0;"CHARQUE DIANTEIRO";"SANTA LURDES";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
741;0;"CHARQUE PRIMEIRA";"CALEMBA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
9652;0;"CHARQUE SEGUNDA";"CALEMBA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1304;0;"CHESTER";"SADIA";"TEMPERADO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
673;0;"CORACAO BOVINO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
291;0;"CORACAO FRANGO";"RESFRIADO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
13062;0;"CORACAO PERU";"REZENDE";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
703;0;"CORACAO SUINO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
857;0;"COSTELA";"CALEMBA";"DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
567;0;"COSTELA DE OVELHA";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10740;0;"COSTELA DEFUMADA";"EXTEKETTA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3162;0;"COSTELA";"FRIGVAN";"DEFUMADO";"KG";"VACUO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
888;0;"COSTELA";"FRIWANDAL";"DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
192;0;"COSTELA SUINA C/PELE";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1472;0;"COSTELA SUINA S/PELE";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
2752;0;"COXA PERU";"REZENDE";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
277;0;"COXA S/COXA FRANGO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"CONGELADA";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
598;0;"COXA S/COXA";"RESFRIADA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
284;0;"COXINHA DA ASA";"RESFRIADA";"FRANGO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
307;0;"DORSO FRANGO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;7;0;;0;;0;"2025/11/09";"MATRIZ"
215;0;"ESPINHACO SUINO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
529;0;"FIGADO BOVINO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1359;0;"FILE FRANGO";"DIVERSOS";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1434;0;"FRANGO";"CANCAO";"TEMPERADO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
321;0;"FRANGO";"SEM DESCRIÇÃO";"CONGELADO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7696;0;"FRANGO DEFUMADO";"SADIA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1564;0;"FRANGO";"MACEDO";"GRAN AVE";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
468;0;"FRANGO";"SADIA";"TEMPERADO FIESTA";"KG";"CONGELADO";180;"ACOUGUE 1";"B";0;0;0;;;;;;7;0;;0;;0;"2025/11/09";"MATRIZ"
338;0;"GALINHA VELHA";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;7;0;;0;;0;"2025/11/09";"MATRIZ"
3834;0;"KIT DEFUMADO CALEMBA";"LINGUICA";"COSTELA BACOM";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
4268;0;"KIT FEIJOADA";"BLD";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898056430093;0;"KIT FEIJOADA";"CALEMBA";"SEM DESCRIÇÃO";"500G";"DEFUMADO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
840;0;"KIT FEIJOADA";"CALEMBA";"DEFUMADO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898277560395;0;"KIT FEIJOADA";"CATARINENSE";"ESPECIAL";"600G";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10580;0;"KIT FEIJOADA";"EXTEKETTA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3230;0;"KIT FEIJOADA";"FRIGVAN";"SEM DESCRIÇÃO";"KG";"VACUO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
895;0;"KIT FEIJOADA";"FRIWANDAL";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7351;0;"LEITAO";"SANTA LURDES";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
2356;0;"LINGUA";"SEM DESCRIÇÃO";"BOVINA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
734;0;"LINGUICA";"AURORA";"FRANGO S/PELE";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3964;0;"LINGUICA";"AURORA";"PEPERI CHURRASCO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1229;0;"LINGUICA";"AURORA";"PORTUGUESA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
727;0;"LINGUICA";"AURORA";"SUINA PERNIL";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
710;0;"LINGUICA";"AURORA";"SUINA TOSCANA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10207;0;"LINGUICA";"BATAVO";"CHURRASCO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7160;0;"LINGUICA";"BELCHIOR";"MISTA DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202039;0;"LINGUICA";"BERKEMBROCK";"FRANGO";"1KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202053;0;"LINGUICA";"BERKEMBROCK";"FRANGO";"1KG";"C/BACON";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202015;0;"LINGUICA";"BERKEMBROCK";"FRANGO";"1KG";"C/QUEIJO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202084;0;"LINGUICA";"BERKEMBROCK";"FRANGO";"1KG";"CAMPEIRA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202060;0;"LINGUICA";"BERKEMBROCK";"FRANGO";"1KG";"FINA APIMENTADA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202022;0;"LINGUICA";"BERKEMBROCK";"MISTA";"1KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202046;0;"LINGUICA";"BERKEMBROCK";"PERNIL";"1KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898921202077;0;"LINGUICA";"BERKEMBROCK";"PERNIL";"1KG";"SUÖNA FINA APIMENTADA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
2295;0;"LINGUICA";"BLD";"DEFUMADA";"0G";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
8143;0;"LINGUICA";"BLD";"PATE";"0G";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10894;0;"LINGUICA CALABRESA";"EXTEKETTA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
13000;0;"LINGUICA CALABRESA";"FRIMESA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1984;0;"LINGUICA CALABRESA";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
9362;0;"LINGUICA CALABRESA";"PERDIGAO";"DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3315;0;"LINGUICA CALABRESA";"PERDIGAO";"IDEAL";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3889;0;"LINGUICA CALABRESA";"PIONEIRO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
451;0;"LINGUICA CALABRESA";"SADIA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3513;0;"LINGUICA CALABRESA";"SEARA";"DEFUMADA RETA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
8075;0;"LINGUICA CALABRESA";"TODA HORA";"DEFUMADA COZIDA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
772;0;"LINGUICA";"CALEMBA";"MISTA DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10986;0;"LINGUICA COLONIAL";"JS";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10504;0;"LINGUICA";"EXTEKETTA";"COLONIAL";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10511;0;"LINGUICA";"EXTEKETTA";"DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10528;0;"LINGUICA";"EXTEKETTA";"PERNIL";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10597;0;"LINGUICA";"EXTEKETTA";"SUINA TEMPERADA FINA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1113;0;"LINGUICA FINA";"DEFUMADO COZIDA";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
12300;0;"LINGUICA FINA FRANGO";"SEM DESCRIÇÃO";"SEM DESCRIÇÃO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
413;0;"LINGUICA FINA";"SEM DESCRIÇÃO";"TEMPERADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
901;0;"LINGUICA";"FRICASA";"CALABRESA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
437;0;"LINGUICA";"FRICASUL";"PURA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
6279;0;"LINGUICA";"FRICASUL";"TOSCANA";"KG";"MISTA";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
9423;0;"LINGUICA";"FRIGOSIL";"COLONIAL";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
376;0;"LINGUICA";"FRIGOSIL";"PERNIL";"KG";"PURA";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1526;0;"LINGUICA";"FRIGOSIL";"PERNIL";"KG";"TEMPERADA";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
9454;0;"LINGUICA";"FRIGOSIL";"TOSCANA";"KG";"MISTA";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7771;0;"LINGUICA";"FRIGVAN";"CALABRESA DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
444;0;"LINGUICA";"FRIGVAN";"MISTA DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3223;0;"LINGUICA";"FRIGVAN";"PURA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3247;0;"LINGUICA";"FRIGVAN";"TOSCANA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1267;0;"LINGUICA";"FRIMESA";"CALABRESA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
12881;0;"LINGUICA";"FRIMESA";"PERNIL";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1212;0;"LINGUICA";"FRIMESA";"TOSCANA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
482;0;"LINGUICA";"FRIWANDAL";"MISTA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3896;0;"LINGUICA";"FRIWANDAL";"PATE DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
475;0;"LINGUICA";"FRIWANDAL";"PURA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1403;0;"LINGUICA";"GIRARDI";"PERNIL";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1397;0;"LINGUICA";"GIRARDI";"TEMPERADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3612;0;"LINGUICA";"IRMAOS DO VALLE";"MISTA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7153;0;"LINGUICA";"MAROCA";"PURA SUINA DEFUMADA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
2622;0;"LINGUICA";"MINUANO";"CALABRESA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3285;0;"LINGUICA";"PAMPLONA";"CALABRESA COZIDA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7795;0;"LINGUICA";"PERDIGAO";"CHURRASCO MISTA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10955;0;"LINGUICA";"PERDIGÇO";"FININHA";"KG";"DEFUMADA";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1052;0;"LINGUICA";"PERDIGAO";"FRANGO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
1533;0;"LINGUICA";"PERDIGAO";"PERNIL";"0G";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
390;0;"LINGUICA";"PERDIGAO";"TOSCANA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
10917;0;"LINGUICA";"PIONEIRO";"FRANGO CHURRASCO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897562308612;0;"LINGUICA";"REZENDE";"SEM DESCRIÇÃO";"500G";"CALABRESA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7893000650138;0;"LINGUICA";"SADIA";"CALABRESA";"500G";"COZIDA DEFUMADA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7893000040267;0;"LINGUICA";"SADIA";"FRANGO";"700G";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
512;0;"LINGUICA";"SADIA";"FRANGO";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7893000016729;0;"LINGUICA";"SADIA";"MISTA";"240G";"DEFUMADA FININHA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
3384;0;"LINGUICA";"SADIA";"MISTA";"KG";"SEM DESCRIÇÃO";180;"ACOUGUE 1";"B";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7893000906204;0;"LINGUICA";"SADIA";"PAIO";"370G";"P/FEIJOADA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7893000906389;0;"LINGUICA";"SADIA";"PORTUGUESA";"400G";"COZIDA E DEFUMADA";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7893000040144;0;"LINGUICA";"SADIA";"TOSCANA";"950G";"PERNIL";180;"ACOUGUE 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
