"CODIGO_BARRA";"ORIGEM";"DESCRICAO";"MARCA";"ATRIBUTO";"UN MEDIDA";"CATEGORIA";"COD_GRUPO";"grupo";"BALANCA";"QTDE_ESTOQUE";"PRECO_CUSTO";"PRECO_VENDA";"NCM";"CEST";"CFTOP";"UN_TRIBUT";"CEAN_TRIBUT";"CST-ICMS";"ALICOTA_ICMS";"CST_PIS";"PPIS";"CST_COFINS";"PCOFINS";"DT_CADASTRO";"LOJA"
7894900051513;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"2L";"UVA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900141511;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"2L";"UVA LIGHT";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900161519;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"2L";"UVA ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900030013;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"350ML";"LATA LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900040012;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"350ML LATA";"LARANJA LIGHT";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900150018;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"350ML LATA";"LARANJA ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900050011;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"350ML LATA";"UVA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900140019;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"350ML LATA";"UVA LIGHT";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900160017;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"350ML";"LATA UVA ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900033632;0;"REFR";"FANTA";"SEM DESCRIÇÃO";"600ML";"LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900391510;0;"REFR";"FANTA";"MUNDO";"2L";"LARANJA C/MANGA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900390018;0;"REFR";"FANTA";"MUNDO";"350ML LATA";"LARANJA C/MANGA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900410013;0;"REFR";"FANTA";"MUNDO";"350ML LATA";"LARANJA C/MELAO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991009522;0;"REFR";"GUARAH";"ANTARCTICA";"1,5L";"ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991009508;0;"REFR";"GUARAH";"ANTARCTICA";"500ML";"ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991008761;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"1,5L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991008655;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"2,5L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
78910942;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"237ML";"CAÇAULINHA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991001342;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"2L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991009348;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"2L";"ICE";130;"BEBIDAS 1";"C";0;0;0;;;;;;17;0;;0;;0;"2025/11/09";"MATRIZ"
7891991001373;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"2L";"ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149102709;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"3,3LT";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991000826;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"350ML";"LATA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991000727;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"350ML LATA";"ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991002646;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"600ML";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991002684;0;"REFR GUARANA";"ANTARCTICA";"SEM DESCRIÇÃO";"600ML";"ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900912050;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"1,75L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900911596;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"2,5L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900911206;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"250ML";"MINI";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900911510;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"2L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900921519;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"2L";"ZERO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900910018;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"350ML LATA";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900930016;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"350ML LATA";"C/LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900920017;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"350ML";"LATA ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900911602;0;"REFR GUARANA";"KUAT";"SEM DESCRIÇÃO";"600ML";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900521511;0;"REFR GUARANA";"KUAT";"EKO C/CHA VERDE";"2L";"ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900520019;0;"REFR GUARANA";"KUAT";"EKO C/CHA VERDE";"350ML";"LATA ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900811513;0;"REFR GUARANA";"TAI";"SEM DESCRIÇÃO";"2L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052601103;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"250ML";"MINI COLA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052601097;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"250ML";"MINI GUARANA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052601127;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"250ML";"MINI LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052601110;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"250ML";"MINI LIMAO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052602377;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"250ML";"MINI UVA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052600083;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"2L";"COLA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052600076;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"2L";"GUARANA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052600090;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"2L";"LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7896052600069;0;"REFR";"NOVA SCHIN";"SEM DESCRIÇÃO";"2L";"LIMAO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840812386;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"1,5L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840802707;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"2,5L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840812973;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"237ML";"CAÇAULINHA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840800000;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"2L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840807511;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"2L";"LIGHT";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840812577;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"3,3LT";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840800079;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"350ML";"LATA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840807542;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"350ML";"LATA ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840800239;0;"REFR";"PEPSI";"SEM DESCRIÇÃO";"600ML";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840802714;0;"REFR";"PEPSI";"TWIST";"2L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840804916;0;"REFR";"PEPSI";"TWIST";"2L";"LIGHT";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840812102;0;"REFR";"PEPSI";"TWIST 3 CALORIAS";"2LT";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840802745;0;"REFR";"PEPSI";"TWIST";"350ML";"LATA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840812027;0;"REFR";"PEPSI";"TWIST";"350ML LATA";"3 CALORIAS";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7892840802752;0;"REFR";"PEPSI";"TWIST";"600ML";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672292009;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"2L";"ABACAXI";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672220002;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"2L";"GUARANA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672242004;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"2L";"LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672252003;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"2L";"LARANJINHA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672232005;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"2L";"LIMAO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672282086;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"2L";"MORANGO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672203500;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"350ML";"GUARANA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7897672250351;0;"REFR";"PUREZA";"SEM DESCRIÇÃO";"350ML";"LARANJINHA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991010115;0;"REFR";"SODA";"SEM DESCRIÇÃO";"2,37ML";"CAÇAULINHA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991009973;0;"REFR";"SODA";"SEM DESCRIÇÃO";"2,5L";"LIMONADA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991001359;0;"REFR";"SODA";"SEM DESCRIÇÃO";"2L";"LIMONADA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991001380;0;"REFR";"SODA";"SEM DESCRIÇÃO";"2L";"LIMONADA DIET";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991000833;0;"REFR";"SODA";"SEM DESCRIÇÃO";"350ML";"LIMONADA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991000819;0;"REFR";"SODA";"SEM DESCRIÇÃO";"350ML";"LIMONADA DIET";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891991002653;0;"REFR";"SODA";"SEM DESCRIÇÃO";"600ML";"LIMONADA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900062052;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"1,75L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900061208;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"250ML LATA";"MINI";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900061512;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"2L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900071511;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"2L";"2.ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900060010;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"350ML LATA";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900070019;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"350ML LATA";"2.ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900061604;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"600ML";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7894900071603;0;"REFR";"SPRITE";"SEM DESCRIÇÃO";"600ML";"ZERO ACUCAR";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149103409;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"2,37ML";"LARANJA CAÇAULINHA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149103423;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"2,37ML";"UVA CAÇAULINHA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149103317;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"2,5L";"SEM DESCRIÇÃO";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149440801;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"2L";"LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149102808;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"2L";"UVA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149440603;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"350ML";"LATA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149102785;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"350ML";"UVA LATA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149441501;0;"REFR";"SUKITA";"SEM DESCRIÇÃO";"600ML";"LARANJA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7891149103355;0;"REFR";"SUKITA";"VITAMINADA";"350ML LATA";"LARANJA MAMÇO MAÇAA";130;"BEBIDAS 1";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898422674229;0;"BEB AGUARDENTE";"3 PIPAS";"SEM DESCRIÇÃO";"350ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898422675967;0;"BEB AGUARDENTE";"3 PIPAS";"SEM DESCRIÇÃO";"670ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898422670252;0;"BEB AGUARDENTE";"3 PIPAS";"SEM DESCRIÇÃO";"750ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898422674052;0;"BEB AGUARDENTE";"BIRITA 101";"SEM DESCRIÇÃO";"800ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;99;0;;0;;0;"2025/11/09";"MATRIZ"
7898080660541;0;"BEB AGUARDENTE";"BRANCA PURA";"CANINHA";"965ML";"VIDRO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898080660459;0;"BEB AGUARDENTE";"CANINHA OI";81;"450ML PET";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898080660251;0;"BEB AGUARDENTE";"CANINHA OI";81;"880ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898080660671;0;"BEB AGUARDENTE";"CANINHA";"OI 81";"925ML";"VIDRO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898066851109;0;"BEB AGUARDENTE";"COLONINHA";"SEM DESCRIÇÃO";"800ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897128902506;0;"BEB AGUARDENTE";"FAMOSA";"SEM DESCRIÇÃO";"900ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897736403792;0;"BEB AGUARDENTE";"NINON";"SEM DESCRIÇÃO";"700ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897736403785;0;"BEB AGUARDENTE";"NINON";"ENVELHECIDA";"700ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898003631290;0;"BEB AGUARDENTE";"PINGO DE OURO";"SEM DESCRIÇÃO";"890ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898003630163;0;"BEB AGUARDENTE";"PINGO DE OURO";"SEM DESCRIÇÃO";"900ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896273100027;0;"BEB AGUARDENTE";"PIRASSUNUNGA";21;"965ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896002100014;0;"BEB AGUARDENTE";"PIRASSUNUNGA";51;"965ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896002110921;0;"BEB AGUARDENTE";"PIRASSUNUNGA";51;"965ML";"OURO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896896900141;0;"BEB AGUARDENTE";"PRINCIPE";"JOINVILLE";"490ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896896900158;0;"BEB AGUARDENTE";"PRINCIPE";"JOINVILLE";"490ML";"OURO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896896900110;0;"BEB AGUARDENTE";"PRINCIPE";"JOINVILLE";"970ML VIDRO";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896896900103;0;"BEB AGUARDENTE";"PRINCIPE";"JOINVILLE";"970ML VIDRO";"OURO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897128902025;0;"BEB AGUARDENTE";"RAINHA";"SEM DESCRIÇÃO";"800ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897613403907;0;"BEB AGUARDENTE";"SERRA AZUL";"SEM DESCRIÇÃO";"750ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897613401101;0;"BEB AGUARDENTE";"SERRA AZUL";"SEM DESCRIÇÃO";"900ML";"VIDRO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897128910907;0;"BEB AGUARDENTE";"TEIMOSINHA";"SEM DESCRIÇÃO";"800ML";"PET AMARELA";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7897128911003;0;"BEB AGUARDENTE";"TEIMOSINHA";"SEM DESCRIÇÃO";"800ML";"PET TRADICIONAL";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898080662170;0;"BEB AGUARDENTE";"TIBUCANA";"SEM DESCRIÇÃO";"750ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898080660732;0;"BEB AGUARDENTE";"TONTURINHA";"SEM DESCRIÇÃO";"450ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898080661401;0;"BEB AGUARDENTE";"TONTURINHA";"SEM DESCRIÇÃO";"750ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7898080660206;0;"BEB AGUARDENTE";"TONTURINHA";"SEM DESCRIÇÃO";"880ML";"PET";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896050200261;0;"BEB AGUARDENTE";"VELHO BARREIRO";"SEM DESCRIÇÃO";"600ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
7896050200124;0;"BEB AGUARDENTE";"VELHO BARREIRO";"SEM DESCRIÇÃO";"910ML";"SEM DESCRIÇÃO";340;"BEBIDAS DESTILADAS";"C";0;0;0;;;;;;25;0;;0;;0;"2025/11/09";"MATRIZ"
